nose_X,nose_Y,left_eye_X,left_eye_Y,right_eye_X,right_eye_Y,left_ear_X,left_ear_Y,right_ear_X,right_ear_Y,left_shoulder_X,left_shoulder_Y,right_shoulder_X,right_shoulder_Y,left_elbow_X,left_elbow_Y,right_elbow_X,right_elbow_Y,left_wrist_X,left_wrist_Y,right_wrist_X,right_wrist_Y,left_hip_X,left_hip_Y,right_hip_X,right_hip_Y,left_knee_X,left_knee_Y,right_knee_X,right_knee_Y,left_ankle_X,left_ankle_Y,right_ankle_X,right_ankle_Y,targetPose
0.4915771186351776,0.46711633540689945,0.49779701232910156,0.4600842371582985,0.49569061398506165,0.46142462082207203,0.5271590948104858,0.464079974219203,0.5249748826026917,0.4649954289197922,0.5301548838615417,0.5011389330029488,0.5436831712722778,0.4984297677874565,0.5327297449111938,0.5575564168393612,0.5431342124938965,0.5510220192372799,0.523371160030365,0.6049600020051003,0.5207623839378357,0.5980179756879807,0.5133377313613892,0.5940178297460079,0.5193714499473572,0.5881580412387848,0.3954610228538513,0.6086233295500278,0.39344000816345215,0.6025161407887936,0.4151623547077179,0.683833509683609,0.40509361028671265,0.6692010872066021,correctDown
0.49115265113788353,0.4684749664309301,0.4981204880934653,0.46195202910314326,0.49718291861586766,0.4617816787008066,0.5273395214352912,0.4661640041495952,0.524555504034275,0.4653630136048809,0.5386858514984005,0.5005826394051275,0.5380761507681724,0.4994688071544318,0.540317447437296,0.5561950419966274,0.5442174186951165,0.5536309365296048,0.5291078839813939,0.6038211855170567,0.5273968067192518,0.5981266517343967,0.515773002417595,0.5950841515523105,0.510786959754817,0.5912148035689643,0.3917057743836169,0.6061828663395676,0.3956842125071554,0.6002334380670099,0.41649031266403336,0.683970375714901,0.4324424280392485,0.6692168886206401,correctDown
0.4898471473143558,0.4682626081073786,0.497078286618338,0.4621202800616537,0.4961546833234835,0.4616728795504764,0.5266937610931129,0.4664519683445021,0.5236179292241993,0.4652986285408612,0.5381836923659185,0.5005768354102476,0.5364995013180723,0.4999383844219768,0.5422608244319466,0.5557949269280815,0.5444963915129519,0.553795774597238,0.5302287337005268,0.6042266898953212,0.5292520243429156,0.5978344395321028,0.5133176881138106,0.5950188897991239,0.5086216967384954,0.5917808466169538,0.3903558455295067,0.6059837395758948,0.39577209247637996,0.5997467562659815,0.4157760150568381,0.6818904375006104,0.432179875309538,0.666413950487808,correctDown
0.4888225715704942,0.4681761518024835,0.49580691762785584,0.46204646620636003,0.49467682467541496,0.4615584640650777,0.5249120711529105,0.4658870950923738,0.5214227368753995,0.4650924112410825,0.5388052166976773,0.5000496024729012,0.5352015434137155,0.49937116653757363,0.5411501420618856,0.5545485141931348,0.5452156093947319,0.5527880655314804,0.5292619196142375,0.6028781416436871,0.5292608177395075,0.5972911939970317,0.5093317940880868,0.5949103936150504,0.5042468179471652,0.591983601063023,0.3880470728569267,0.606651102017823,0.395262727107955,0.6003629451078187,0.41609094585708,0.6821928071650255,0.43257368890401676,0.6656674540163002,correctDown
0.4876955690936207,0.46896268548083625,0.49438316330812576,0.46280684217834633,0.49369423455498174,0.46213884156261364,0.5226319490043181,0.46622633724813234,0.5209990304319952,0.4655110029773172,0.5383422286958198,0.5001875187269365,0.5348754930861163,0.4994991821980713,0.5408922042180869,0.5534210611287903,0.5425802683037407,0.5529006090617339,0.5301761613093153,0.6039825652605139,0.5288870685501227,0.5974865792878482,0.5085026709600442,0.5951593830575436,0.5046228492329528,0.5923604234820162,0.38773596739267074,0.6065537005694303,0.3952082778524994,0.599707245991464,0.41452526714858057,0.6819313127807285,0.43291039205628146,0.6656498777699827,correctDown
0.48764058950737393,0.4697009660833141,0.4945243596690232,0.46350537322945257,0.493823099082881,0.4628149102568778,0.5227855551190657,0.466760956397516,0.5213451358323984,0.4658667613204597,0.5385390162630037,0.5003563640150424,0.5347487704532954,0.49967848496578726,0.5406646748512915,0.5538433866779412,0.5420529987129991,0.5536980260310547,0.5303729677054614,0.6039486901204635,0.5284991793542769,0.5974682405520145,0.5081341945165252,0.5958129353639472,0.5032660818915515,0.5927894956495945,0.3892333118047182,0.6063015435156628,0.39530173384808204,0.5994250287410194,0.4138398795662748,0.68246889297599,0.4332762167309536,0.6657946155593727,correctDown
0.48774205117274766,0.4702487474943117,0.4949039906387192,0.4636848529264876,0.4939588791866207,0.46321016319809355,0.5254173036683074,0.4672112404462426,0.5220666630475678,0.4660006012336849,0.5377650204907256,0.5002588049932642,0.534385080391707,0.49958582444123667,0.5395768182286976,0.5545284085056812,0.5415976709811338,0.5540338524204761,0.5295790889651094,0.6043019349986136,0.5277182033318146,0.5978994197727204,0.5097637302045617,0.5957505134825865,0.5051887590143168,0.5928741089428109,0.3898828973376105,0.6058574417862019,0.39558392561338057,0.5989182916143482,0.41304179356894777,0.6836036049459379,0.43084739550729395,0.6663415609301451,correctDown
0.48709972089708675,0.46959271231490973,0.49404606684153185,0.46336593165628176,0.4932314915618364,0.462833984171814,0.5229203176482913,0.466594331083531,0.5208910935114154,0.4658070613825605,0.5379332090123284,0.500160459647911,0.5338411137444509,0.4995204961586146,0.5400698174610424,0.5544681932216852,0.543417708067954,0.5534033836076824,0.5301316527622976,0.605428192214451,0.5275136170697595,0.5985268041607257,0.5114069042673104,0.5951999447055191,0.5062583274774132,0.5925631566538475,0.3896435961452563,0.6056314109122908,0.3956456906981669,0.5984443164829658,0.41377959284510574,0.6822544442924974,0.43126479396217415,0.6662391618156829,correctDown
0.4882690719542437,0.46901337293519313,0.49483497037370355,0.46305012343087204,0.4943627342160062,0.46243607545285226,0.523318536175819,0.46637889886291306,0.5214464376039635,0.4656130612499706,0.5379215944604597,0.5005075967526522,0.534105165654239,0.5004080470601351,0.5408855755944354,0.5550255210122133,0.5454897645812676,0.5538538703169148,0.5296037903723795,0.6049301385313216,0.5281404207955904,0.5984802761289163,0.5112864907414959,0.5959842646785866,0.5072939779219551,0.5930338498361362,0.3893215134836382,0.6055422461759851,0.3961733852485854,0.59911928544565,0.4132163944521655,0.6815659649248275,0.4302385958846513,0.6665220645341532,correctDown
0.4884346087992513,0.46922745416781214,0.4950579841199794,0.46325003171201223,0.49456364252792945,0.4626058799617665,0.5237963856806295,0.4662220916685381,0.5215959456259823,0.46536486432086493,0.5382755185381936,0.500561363919848,0.5341931190386141,0.5005641004789904,0.5405804694065776,0.5550353367510276,0.5456598485688047,0.5537545657370433,0.5294956582297111,0.6034340586764351,0.5287972597389207,0.5982392941260553,0.5110881101181498,0.5956493762874803,0.5070849959735271,0.5930473320624744,0.38873320557360086,0.6061895531243207,0.396732058925837,0.599489168707768,0.4138939009116414,0.681564875737726,0.43144764498565913,0.6664302741009089,correctDown
